id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4477995387531866,IwJ10vBnI,2286386250,武汉新闻广播,【动态实时发布：东航空警车队志愿者的3月2日11:24】#抗击疫情此时此刻#3月2号11:24，记者所乘坐的车辆，就跟着车队志愿者刘浩的白色面包车，去往胜利街、滑坡后街、永清后街等三个街道、小区，接到三位居民，把他们送往武汉市第八医院进行CT的检测。刘浩，今年42岁，是中国民航空警总队八支队警员，在东方航空武汉有限责任公司保卫部工作，也是一位有着12年党龄的老党员。2月3日，刘浩浏览疫情状况时，发现江岸区正在招收志愿者运送病人。因为女儿在二中刚上初一，刘浩在学校附近租了套陪读房，为了方便接到通知随时到岗转运病人，同时避免感染家人，刘浩志愿者服务期间就一个人住在这间出租房里。志愿者们转运工作包括三个方面，第一、重症病人转运，第二、疑似病例和新增病例的转运，第三、将密切接触者转运到集中隔离点。武汉新闻广播将实时动态更新发布！（记者周嘉旎）#坚决打好湖北武汉保卫战##武汉，在一起#L武汉新闻广播的微博视频,,,,"抗击疫情此时此刻,坚决打好湖北武汉保卫战,武汉，在一起",0,0,0,2020-03-02 11:46,微博视频,,"http://f.video.weibocdn.com/002zjVkygx07BnCNElHG01041200brSp0E010.mp4?label=mp4_ld&template=632x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1591781608&ssig=ZvocMSWlv2&KID=unistore,video",
4477993885771097,IwIYAodkd,3824872649,桐庐气象,桐庐县气象台2020年3月2日12时发布短期天气预报：今天白天阴到多云，夜里阴偶有小雨，偏北风3级，气温8到11℃，明天阴转小雨，偏北风3级，气温8到12℃，后天阴到多云，偏北风3级，气温7到11℃。地质灾害为3级，属较易引起滑坡的气象条件。杭州市生态环境局桐庐分局、桐庐县气象局3月2日12时联合发布空气质量预报：今天空气质量优。,,,,,0,0,0,2020-03-02 11:40,微博 weibo.com,,,
4477991146796362,IwIUasw2K,5483876534,冒冒小朋友要乖袄,"周一我又发生了泥石流滑坡从八点我就等着老师上课听见老师上课我屁股一扭就安心的睡觉了,,Ծ^Ծ,,凯月给我打电话后我才知道大家都在和老师说再见我竟然在一百多个人群里发起了群课堂还特么两次???害!又丢人了",,,,,0,3,2,2020-03-02 11:29,nova4自拍极点全面屏,"['http://ww4.sinaimg.cn/large/005Z7MNwly1gcff0iatysj30u02six19.jpg', 'http://ww1.sinaimg.cn/large/005Z7MNwly1gcff0hkbgzj30u01s6gry.jpg']",,
4477987996565996,IwIP5ry7a,5201305203,性感红唇只为伊人醉,别人都是越静越是能有想法有创意，而我是，越闲，越茫然，，一个多月了啥都不干，已经闲到开始怀疑人生了精神已经滑坡了,,,,,0,0,0,2020-03-02 11:16,OPPO Reno,['http://ww1.sinaimg.cn/large/005G095ply1gcfevv12w2j30rt0r20u0.jpg'],,
4477987078268518,IwINByH1c,1695386943,清欢万安,我记得18暑假吧？有人说要推行女大学生去偏远地区支教的政策今年又是女大学生和外国人联姻？某些上位者真是只要思想不滑坡，办法总比困难多啊女大学生就是砖呗，哪里需要哪里搬呗,,,,,0,3,25,2020-03-02 11:12,小张抢走的iPhone 7(亮黑),,,
4477986239757288,IwIMfEWjC,6124893814,二狗飞去火星了,头像是蓝蓝的，上面有个227的，那是一个组织，叫做智商山体滑坡,,,,,0,9,4,2020-03-02 11:09,iPad mini4,,,
4477985015172568,IwIKhlHCw,7362927772,半夜出巡ETC,肖战团队脑子真的不太正常养蛊养翻车甩锅不及时还引导粉丝利用国外舆论兴风作浪而且在3.1号和全世界疫情如此严重的节点上生动展现什么叫占用公共资源什么叫我是顶流我要踩在所有人头上不就是掉了代言国内路人缘又断崖式滑坡打算绑架国外民意倒逼品牌方吗？拜托大哥就你代言的国产品牌人家国外人有人要买吗人家国外没有帅哥没有明星全世界都能看你看的下眼？自己被国内的亲洋派和国外的特殊势力利用了还想独善其身？肖战你的福气在后头,,,,,0,0,0,2020-03-02 11:04,iPhone客户端,['http://ww4.sinaimg.cn/large/0082i5Ryly1gcfel50y8wj309q09c3zb.jpg'],,
4477984502993366,IwIJscyI6,2070364351,黄二三三两事,我妈那天说，人死了，就像是叶子树再也不开了，就再也没有父母了。我曾经做过一个梦，梦见我跟我她顶着滑坡步行去看外公，一直走，走到醒过来。我妈现在回去了，这是她的归途，她以后再也没有父母了。,,,,,0,9,0,2020-03-02 11:02,iPhone客户端,['http://ww4.sinaimg.cn/large/7b6740bfly1gcfebkwklxj20ku112qv5.jpg'],,
4477981974153538,IwIFnhqwy,5235835418,拉文克劳阿兹卡班分院代表,#肖战工作室道歉#不好意思，我觉得ao3内篇文章写的太好了，可能戳本人痛点了，不禁让人怀疑xz就是卖pg上位的。还有侮辱女性内些言论，你要觉得是诽谤，是虚假消息，xz工作室早就一个律师函甩过来了，为啥现在还没动静呢？因为内些猪话真的都是xz自己嘴里吐出来的只能不停删微博压热度了。最后，你家哥哥要真的是个好爱豆，他根本就不会最后把锅推给几个老粉，毕竟老粉推出去后花钱捧他的人不会变少，也许这些老粉粉头的待遇，就是你以后的样子，妹妹们别被当韭菜还甘之如饴了，你家哥哥也不是表面上这么无辜，他人设坍塌堪比山体滑坡。他本人也得晓得干一行就得挨一行的骂，吃一行的苦。拍耽改剧火的，却很拒绝被同人，不愧是又当又立典型代表。P.S.还我ao3，道歉不好使。,,,,肖战工作室道歉,0,0,2,2020-03-02 10:52,微博国际版,,,
4477975553003724,IwIv1cBpa,2603710874,遇见鬼的小仙女,觉得肖战的一些粉丝抱着得不到就要毁掉的心态在促成他的事业滑坡。,,,,,0,0,1,2020-03-02 10:27,荣耀V9 我想要的快,,,
4477973883560806,IwIskeWkm,5846245052,奇遇学大师,雨课堂啊你为什么崩得像山体滑坡,,,,,0,0,1,2020-03-02 10:20,,,,
4477962499394600,IwI9XDpXO,2719178050,中ssssss,精神不能滑坡微博视频,,,,,0,0,1,2020-03-02 09:35,微博视频,,,
4477961346060068,IwI86pqv2,1036730030,杨溟,数十年来我们的教育不断滑坡。没有最低只有更低，底线已破、何以止漏？缺乏逻辑培养，必然不明常识。O深度：美国″五毒俱全″，又一波好眼球！该重视孩子的逻辑教育了！,,,,,1,0,2,2020-03-02 09:30,iPhone X,,,
4477958536195878,IwI3zpZPw,6379158191,衡心语灬,五代十国帝王的雷人绰号，以屠牛、盗驴、贩私盐为事的前蜀高祖王建被称作“贼王八”；热衷对别人施以刀锯、支解、刳剔酷刑的南汉高祖刘龑被称作“真蛟蜃”；把女巫奉为国师的后汉后主刘鋹被称作“太子皇帝”等等。这些绰号和骂名无不反映着那段特殊历史时期的血腥残忍、道德滑坡和伦理丧失。,,,,,0,0,0,2020-03-02 09:19,iPhone客户端,,,
4477957764283834,IwI2khYq6,2631153741,TorpedoZ,无意占有公共资源就少买点热搜吧真的从ys搞的那一出路人缘就逐渐滑坡到现在终于翻车了吧上一年简直是我从入坑到入股不亏再到心寒烦躁脱粉的全过程,,,,,0,4,2,2020-03-02 09:16,iPhone客户端,,,
4477956565437382,IwI0omOvI,3476027842,老蓝说,小姐姐的互联网共享经济思维某夜场一小姐姐被扫除后，建了个群，每个进群的收250元，然后进完群之后，她发了个红包，抢到最多的人可以陪她，其他的人可以得到陪他视频全程录像。这一场下来，一个星期就收了十几万。关键是，这中间没有任何一个人觉得自己吃了亏。这就是典型的互联网思维：羊毛出在猪身上，让狗来买单。有点类似于共享单车，大家都赢了，没有输家。这是典型的互联网时代营销，经济不景气时成功转型的经典教案，也是很多互联网共享经济惯用伎俩。只要思想不滑坡，办法总比困难多。,,,,,0,0,0,2020-03-02 09:11,iPhone客户端,,,
4477956213020686,IwHZPcFOK,3039689007,内涵台长,只要思想不滑坡，办法总比困难多L真男人强尼儿的微博视频,,,,,3,1,13,2020-03-02 09:10,,,"http://f.video.weibocdn.com/003OJtYCgx07Bew9nDHx010412009AII0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1591781623&ssig=NVpjJWsQs%2B&KID=unistore,video",
4477952064250760,IwHT8hPOE,2803186534,魏知了,昨天早上肚子一阵剧痛，全身出汗，腰也直不起来，痛得手脚脸都发麻，差点以为要死过去了，还好后来又好了。最近也总是做一些乱七八糟的梦，梦到去世的爷爷，梦到山体滑坡在逃命，梦到分开还喜欢的人和现实中一样对你的漠视，太难过了。我可能也需要一个出气口让我缓缓。,,,,,1,0,0,2020-03-02 08:53,iPhone客户端,,,
4477949002431600,IwHOcaczm,6356586975,雷波交警,#奋进1号##交通安全预警提示#2020年3月2日，雷波道路交通安全预警。  一、道路基本情况今日，辖区天气：晴         1、除部分管制路段雷波全县道路交通畅通。二、危险路段预警1、对外交通道路隧道较多，遇下雨天气路滑，请各位驾驶员注意车速，安全行驶；2、油房沟至抓抓崖3Km+500m处滑坡、飞石；3、S307线芭蕉滩处急弯、陡坡、雨天路滑、路窄；4、屏美路全路段路窄弯多，请各位驾驶员谨慎驾驶；5、受降雪天气影响，雷波县部分路段开始实施冬季交通管制。6、抓抓岩隧道内有一处坑凹，请各位驾驶员小心驾驶。管制地点：雷波县长河乡至谷堆段、古堆乡至美姑段、西宁老林口至山棱岗段、山棱岗至谷堆段、山棱岗至西宁段。管制结束时间视天气情况而定。三、开展城区交通安全大整治1、严查各类机动车、非机动车乱停乱放;2、.严查大型客运车辆、短途客运车辆、出租车慢行绕圈、压速揽客、随意调头;3、严查各类货运车辆占道装卸货物、施工。四、景区预警         由于新型冠状病毒影响，马湖景区游客减少，车流量也随之减少，为了您和他人的安全，请广大驾驶员朋友自觉遵守交通规则，安全、文明驾车，做到喝酒不开车，开车不喝酒，不超员超速驾驶。@凉山之窗@公安部交通管理局@凉山交警@凉山同城@交通发布@四川在线@今日头条@凉山日报@四川交警@四川交通广播@V平安雷波@中国交通频道·四川,,凉山彝族自治州·雷波县,"凉山之窗,公安部交通管理局,凉山交警,凉山同城,交通发布,四川在线,今日头条,凉山日报,四川交警,四川交通广播,V平安雷波,中国交通频道","奋进1号,交通安全预警提示",0,0,0,2020-03-02 08:41,iPhone客户端,,,
4477945970121597,IwHJj0vDf,7386174791,三叔纯搞笑菌,只要思想不滑坡搬砖换成电瓶车#搞笑幽默#L三叔纯搞笑菌的微博视频,,,,搞笑幽默,0,0,0,2020-03-02 08:29,,,"http://f.video.weibocdn.com/l8ZfC6onlx07BnpjHX4k0104120029PG0E010.mp4?label=mp4_ld&template=360x636.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1591781623&ssig=Br3cJLOSSo&KID=unistore,video",
4477944603168547,IwHH6dihB,5070020756,KONOYUKI,不管事情是不是真的，因为偶像的事业滑坡就去寻短见，我觉得挺傻的。我希望每个女孩都能好好珍视自己的生命，别为一个根本不认识你也不在乎你的男人要死要活。世界很大很美好，追星只是其中一部分，而且你追的这个偶像，你甚至都不知道你喜欢的究竟是他的包装还是他本人。,,,,,0,0,2,2020-03-02 08:24,YukinoAndroid,,,
4477941519679702,IwHC7EC8e,6987643165,仓鼠Stella,凡是分不清个人、群体和公众边界，不接受规则的商榷探讨的人，没有讨论“自由”的资格。一群利己主义的小蠢货，真觉得举个“XX自由”的大旗，就可以挥着滑坡谬误到处打人甚至挟洋自重，那可真别怨恨踢到铁板被铁拳制裁。,,,,,1,4,3,2020-03-02 08:11,HUAWEI nova 2,,,
4477940462578030,IwHAqaOF8,6390513148,冒高芬_幼小,山体滑坡是常见的地质灾害之一。据英国《每日邮报》报道，当地时间2月16日，美国阿拉斯加州发生了世界上最大的自然山体滑坡，一块重达6800万吨的石头和岩屑从山上滑落，在地表滑行约4.8千米，留下了近40英尺(约12米)深的痕迹。,,随州·麦肯普汉堡,,,0,0,1,2020-03-02 08:07,iPhone客户端,['http://ww3.sinaimg.cn/large/006M4R4qly1gbuivn26svj30n80f676n.jpg'],,
4477936696775114,IwHulsqw2,1352158527,DAMA少女许豆豆,能不能停下来了………双方都是…………………已经滑坡向奇怪的深渊了能不能都停止。非得不断斗嘴、举报、批斗，斗死人然后反省一套流程走下来才能醍醐灌顶是吗。为什么互相都要逼别人去死。哪怕那个人跟你其实毫无瓜葛。艹。,,,,,0,0,0,2020-03-02 07:52,iPhone客户端,,,
4477935396245847,IwHsfqcPt,2772113637,阿雪今天背单词了吗,不愧是举报的好狗果然尝到了甜头之后就会再次联合公权力阉割这不是滑坡论证啊我想了很久想不明白做人怎么可以这样？乌鸡鲅鱼,,,,,0,2,3,2020-03-02 07:47,千玺的千纸鹤,,,
4477927494042910,IwHfvgXKe,7329747825,这个有点趣,只要思想不滑坡，困难总比办法多。#一句冷幽默##搞笑视频#L这个有点趣的微博视频,,,,"一句冷幽默,搞笑视频",0,0,0,2020-03-02 07:16,微博视频,,"http://f.video.weibocdn.com/000ePfNUgx07Bnkh4qnB010412004SXn0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1591781623&ssig=kFRHBNJWaK&KID=unistore,video",
4477926521502683,IwHdW6iUP,1815102975,聂步龙崎,开工半个月，心态呈断崖式滑坡_(:з」∠)_#工作##工作日志#,,,,"工作,工作日志",0,1,2,2020-03-02 07:12,前后2000万 OPPO R11,"['http://ww4.sinaimg.cn/large/6c3045ffgy1gcf7tielw8j212q0u07a2.jpg', 'http://ww4.sinaimg.cn/large/6c3045ffgy1gcf7tkrht9j21500u0wm8.jpg', 'http://ww4.sinaimg.cn/large/6c3045ffgy1gcf7tmzparj214b0u046g.jpg']",,
